         Datum/Zeit;Psychro T;Psychro Tf;Pyranometer CM3;Temperatur; Feuchte;   Regen;Wind (m/s);   Druck;Windmax (m/s)
11.12.2007 00:00:00;    4.60;    4.09;    0.00;    4.88;   0.998;       0;    3.00; 1005.07;    4.19
11.12.2007 00:01:00;    4.61;    4.10;    0.00;    4.87;   0.998;       3;    2.92; 1005.09;    3.83
11.12.2007 00:02:00;    4.59;    4.08;    0.00;    4.86;   0.998;       0;    2.72; 1005.08;    3.83
11.12.2007 00:03:00;    4.63;    4.10;    0.00;    4.87;   0.997;       0;    2.66; 1005.10;    3.29
11.12.2007 00:04:00;    4.64;    4.12;    0.00;    4.88;   0.998;       0;    2.09; 1005.11;    2.78
11.12.2007 00:05:00;    4.59;    4.08;    0.00;    4.86;   0.997;       0;    3.48; 1005.10;    4.83
11.12.2007 00:06:00;    4.62;    4.09;    0.00;    4.85;   0.997;       0;    3.38; 1005.13;    4.10
11.12.2007 00:07:00;    4.62;    4.09;    0.00;    4.86;   0.997;       0;    2.82; 1005.14;    4.10
11.12.2007 00:08:00;    4.62;    4.09;    0.00;    4.86;   0.997;       3;    1.83; 1005.15;    2.41
11.12.2007 00:09:00;    4.63;    4.11;    0.00;    4.87;   0.997;       0;    2.16; 1005.16;    3.12
11.12.2007 00:10:00;    4.61;    4.10;    0.00;    4.87;   0.997;       0;    1.64; 1005.17;    2.62
11.12.2007 00:11:00;    4.60;    4.08;    0.00;    4.86;   0.997;       0;    2.50; 1005.17;    3.02
11.12.2007 00:12:00;    4.63;    4.10;    0.00;    4.87;   0.997;       0;    2.01; 1005.18;    2.67
11.12.2007 00:13:00;    4.62;    4.10;    0.00;    4.87;   0.997;       0;    3.06; 1005.18;    3.61
11.12.2007 00:14:00;    4.61;    4.09;    0.00;    4.86;   0.997;       0;    3.26; 1005.19;    4.23
11.12.2007 00:15:00;    4.62;    4.10;    0.00;    4.87;   0.997;       3;    1.73; 1005.21;    2.32
11.12.2007 00:16:00;    4.61;    4.09;    0.00;    4.87;   0.997;       0;    2.50; 1005.22;    3.52
11.12.2007 00:17:00;    4.62;    4.09;    0.00;    4.86;   0.997;       0;    3.06; 1005.24;    4.62
11.12.2007 00:18:00;    4.64;    4.12;    0.00;    4.88;   0.997;       0;    1.85; 1005.27;    2.36
11.12.2007 00:19:00;    4.61;    4.10;    0.00;    4.88;   0.997;       0;    2.06; 1005.29;    2.40
11.12.2007 00:20:00;    4.64;    4.12;    0.00;    4.89;   0.996;       3;    1.15; 1005.32;    1.76
11.12.2007 00:21:00;    4.64;    4.13;    0.00;    4.89;   0.997;       0;    3.55; 1005.34;    4.45
11.12.2007 00:22:00;    4.63;    4.12;    0.00;    4.89;   0.996;       0;    2.58; 1005.35;    3.71
11.12.2007 00:23:00;    4.63;    4.12;    0.00;    4.89;   0.996;       0;    2.19; 1005.38;    3.71
11.12.2007 00:24:00;    4.66;    4.13;    0.00;    4.89;   0.996;       0;    2.26; 1005.40;    3.29
11.12.2007 00:25:00;    4.61;    4.11;    0.00;    4.89;   0.996;       0;    1.64; 1005.41;    2.22
11.12.2007 00:26:00;    4.65;    4.13;    0.00;    4.89;   0.996;       0;    1.77; 1005.44;    2.29
11.12.2007 00:27:00;    4.65;    4.13;    0.00;    4.90;   0.996;       0;    1.96; 1005.45;    2.98
11.12.2007 00:28:00;    4.67;    4.16;    0.00;    4.91;   0.996;       3;    2.21; 1005.46;    2.64
11.12.2007 00:29:00;    4.66;    4.16;    0.00;    4.92;   0.996;       0;    1.70; 1005.48;    2.48
11.12.2007 00:30:00;    4.68;    4.17;    0.00;    4.93;   0.997;       0;    1.55; 1005.49;    1.82
11.12.2007 00:31:00;    4.63;    4.14;    0.00;    4.92;   0.996;       0;    2.55; 1005.49;    3.66
11.12.2007 00:32:00;    4.67;    4.15;    0.00;    4.92;   0.996;       0;    2.12; 1005.52;    2.83
11.12.2007 00:33:00;    4.67;    4.17;    0.00;    4.93;   0.996;       0;    1.61; 1005.52;    2.41
11.12.2007 00:34:00;    4.65;    4.15;    0.00;    4.93;   0.996;       0;    1.52; 1005.53;    2.10
11.12.2007 00:35:00;    4.67;    4.18;    0.00;    4.94;   0.996;       0;    1.98; 1005.55;    2.54
11.12.2007 00:36:00;    4.69;    4.19;    0.00;    4.94;   0.997;       0;    1.66; 1005.57;    2.34
11.12.2007 00:37:00;    4.69;    4.20;    0.00;    4.95;   0.997;       0;    1.52; 1005.58;    1.95
11.12.2007 00:38:00;    4.62;    4.15;    0.00;    4.93;   0.996;       0;    1.09; 1005.58;    1.49
11.12.2007 00:39:00;    4.69;    4.17;    0.00;    4.93;   0.996;       0;    1.02; 1005.60;    1.24
11.12.2007 00:40:00;    4.71;    4.21;    0.00;    4.95;   0.997;       0;    2.19; 1005.61;    3.98
11.12.2007 00:41:00;    4.68;    4.19;    0.00;    4.95;   0.997;       0;    2.25; 1005.62;    3.54
11.12.2007 00:42:00;    4.72;    4.21;    0.00;    4.96;   0.997;       0;    2.01; 1005.65;    2.50
11.12.2007 00:43:00;    4.73;    4.23;    0.00;    4.98;   0.997;       0;    2.71; 1005.65;    3.45
11.12.2007 00:44:00;    4.71;    4.22;    0.00;    4.97;   0.997;       0;    2.20; 1005.67;    3.25
11.12.2007 00:45:00;    4.70;    4.21;    0.00;    4.97;   0.997;       0;    2.58; 1005.68;    4.60
11.12.2007 00:46:00;    4.70;    4.20;    0.00;    4.97;   0.997;       0;    3.33; 1005.68;    4.60
11.12.2007 00:47:00;    4.71;    4.22;    0.00;    4.97;   0.997;       0;    2.29; 1005.70;    2.86
11.12.2007 00:48:00;    4.71;    4.22;    0.00;    4.98;   0.997;       0;    1.93; 1005.72;    2.30
11.12.2007 00:49:00;    4.69;    4.20;    0.00;    4.97;   0.997;       0;    2.70; 1005.74;    3.45
11.12.2007 00:50:00;    4.70;    4.21;    0.00;    4.97;   0.997;       0;    3.96; 1005.74;    5.14
11.12.2007 00:51:00;    4.69;    4.20;    0.00;    4.96;   0.997;       0;    3.26; 1005.74;    4.89
11.12.2007 00:52:00;    4.71;    4.21;    0.00;    4.96;   0.997;       0;    2.19; 1005.76;    3.06
11.12.2007 00:53:00;    4.72;    4.22;    0.00;    4.97;   0.997;       0;    2.16; 1005.77;    3.77
11.12.2007 00:54:00;    4.71;    4.22;    0.00;    4.97;   0.997;       0;    2.30; 1005.77;    3.80
11.12.2007 00:55:00;    4.73;    4.22;    0.00;    4.98;   0.997;       0;    2.14; 1005.80;    2.61
11.12.2007 00:56:00;    4.73;    4.23;    0.00;    4.99;   0.997;       0;    2.64; 1005.82;    4.03
11.12.2007 00:57:00;    4.72;    4.21;    0.00;    4.98;   0.997;       0;    2.66; 1005.84;    3.56
11.12.2007 00:58:00;    4.71;    4.21;    0.00;    4.98;   0.997;       0;    2.41; 1005.86;    2.86
11.12.2007 00:59:00;    4.74;    4.22;    0.00;    4.98;   0.997;       0;    1.72; 1005.88;    2.22
11.12.2007 01:00:00;    4.73;    4.22;    0.00;    4.99;   0.997;       0;    1.76; 1005.90;    3.03
11.12.2007 01:01:00;    4.73;    4.22;    0.00;    4.99;   0.997;       0;    2.32; 1005.92;    3.23
11.12.2007 01:02:00;    4.71;    4.20;    0.00;    4.99;   0.997;       0;    2.07; 1005.93;    3.23
11.12.2007 01:03:00;    4.73;    4.22;    0.00;    4.99;   0.997;       0;    2.66; 1005.94;    4.15
11.12.2007 01:04:00;    4.72;    4.21;    0.00;    4.99;   0.997;       0;    2.49; 1005.97;    3.78
11.12.2007 01:05:00;    4.71;    4.20;    0.00;    4.98;   0.997;       0;    3.78; 1005.98;    5.35
11.12.2007 01:06:00;    4.70;    4.17;    0.00;    4.96;   0.997;       0;    3.87; 1005.99;    4.76
11.12.2007 01:07:00;    4.67;    4.14;    0.00;    4.94;   0.996;       0;    4.01; 1005.99;    5.74
11.12.2007 01:08:00;    4.72;    4.17;    0.00;    4.94;   0.996;       0;    2.58; 1006.03;    3.53
11.12.2007 01:09:00;    4.72;    4.17;    0.00;    4.95;   0.996;       0;    2.66; 1006.06;    3.15
11.12.2007 01:10:00;    4.73;    4.20;    0.00;    4.96;   0.996;       0;    1.79; 1006.08;    2.72
11.12.2007 01:11:00;    4.69;    4.17;    0.00;    4.95;   0.996;       0;    2.17; 1006.09;    3.42
11.12.2007 01:12:00;    4.75;    4.19;    0.00;    4.97;   0.996;       0;    1.60; 1006.13;    2.17
11.12.2007 01:13:00;    4.69;    4.17;    0.00;    4.96;   0.996;       0;    1.56; 1006.15;    1.91
11.12.2007 01:14:00;    4.66;    4.14;    0.00;    4.95;   0.996;       3;    3.45; 1006.15;    4.19
11.12.2007 01:15:00;    4.66;    4.12;    0.00;    4.92;   0.996;       0;    3.13; 1006.17;    4.45
11.12.2007 01:16:00;    4.67;    4.12;    0.00;    4.92;   0.996;       0;    2.41; 1006.19;    3.49
11.12.2007 01:17:00;    4.64;    4.10;    0.00;    4.91;   0.995;       0;    2.44; 1006.21;    3.99
11.12.2007 01:18:00;    4.68;    4.13;    0.00;    4.92;   0.995;       3;    2.67; 1006.22;    3.88
11.12.2007 01:19:00;    4.70;    4.15;    0.00;    4.93;   0.995;       0;    1.95; 1006.24;    2.55
11.12.2007 01:20:00;    4.68;    4.15;    0.00;    4.94;   0.995;       0;    1.43; 1006.24;    2.55
11.12.2007 01:21:00;    4.68;    4.15;    0.00;    4.94;   0.995;       4;    1.55; 1006.26;    2.02
11.12.2007 01:22:00;    4.67;    4.13;    0.00;    4.93;   0.995;       0;    1.67; 1006.27;    2.76
11.12.2007 01:23:00;    4.63;    4.10;    0.00;    4.91;   0.995;       4;    3.51; 1006.28;    4.76
11.12.2007 01:24:00;    4.57;    4.04;    0.00;    4.87;   0.994;       0;    4.61; 1006.29;    6.03
11.12.2007 01:25:00;    4.62;    4.06;    0.00;    4.86;   0.994;       3;    4.04; 1006.32;    5.04
11.12.2007 01:26:00;    4.58;    4.03;    0.00;    4.85;   0.994;       0;    3.07; 1006.34;    5.09
11.12.2007 01:27:00;    4.61;    4.05;    0.00;    4.85;   0.994;       3;    2.58; 1006.36;    3.90
11.12.2007 01:28:00;    4.60;    4.06;    0.00;    4.85;   0.994;       0;    3.44; 1006.39;    3.80
11.12.2007 01:29:00;    4.58;    4.04;    0.00;    4.85;   0.994;       0;    3.52; 1006.40;    4.25
11.12.2007 01:30:00;    4.58;    4.03;    0.00;    4.84;   0.994;       4;    3.00; 1006.42;    3.67
11.12.2007 01:31:00;    4.58;    4.02;    0.00;    4.83;   0.994;       0;    3.62; 1006.42;    4.63
11.12.2007 01:32:00;    4.56;    4.02;    0.00;    4.82;   0.994;       4;    2.08; 1006.45;    2.88
11.12.2007 01:33:00;    4.57;    4.02;    0.00;    4.82;   0.994;       0;    3.36; 1006.46;    4.91
11.12.2007 01:34:00;    4.55;    4.00;    0.00;    4.81;   0.994;       3;    4.13; 1006.49;    4.98
11.12.2007 01:35:00;    4.55;    4.00;    0.00;    4.80;   0.994;       0;    2.61; 1006.50;    3.53
11.12.2007 01:36:00;    4.54;    4.00;    0.00;    4.81;   0.994;       0;    1.87; 1006.52;    2.58
11.12.2007 01:37:00;    4.54;    3.99;    0.00;    4.80;   0.994;       3;    2.73; 1006.53;    4.55
11.12.2007 01:38:00;    4.50;    3.96;    0.00;    4.78;   0.994;       0;    4.09; 1006.52;    4.98
11.12.2007 01:39:00;    4.48;    3.92;    0.00;    4.75;   0.993;       4;    4.28; 1006.53;    4.98
11.12.2007 01:40:00;    4.52;    3.94;    0.00;    4.75;   0.993;       0;    3.62; 1006.55;    4.45
11.12.2007 01:41:00;    4.49;    3.94;    0.00;    4.75;   0.993;       0;    3.76; 1006.56;    4.45
11.12.2007 01:42:00;    4.50;    3.92;    0.00;    4.73;   0.993;       0;    2.47; 1006.58;    3.86
11.12.2007 01:43:00;    4.51;    3.94;    0.00;    4.74;   0.993;       0;    2.14; 1006.61;    2.78
11.12.2007 01:44:00;    4.54;    3.97;    0.00;    4.76;   0.993;       3;    1.96; 1006.63;    2.97
11.12.2007 01:45:00;    4.56;    4.00;    0.00;    4.78;   0.993;       0;    1.88; 1006.63;    3.34
11.12.2007 01:46:00;    4.52;    3.97;    0.00;    4.78;   0.993;       0;    3.29; 1006.63;    3.97
11.12.2007 01:47:00;    4.46;    3.92;    0.00;    4.76;   0.993;       0;    4.27; 1006.62;    5.83
11.12.2007 01:48:00;    4.48;    3.92;    0.00;    4.74;   0.992;       0;    3.84; 1006.67;    5.27
11.12.2007 01:49:00;    4.50;    3.94;    0.00;    4.74;   0.992;       3;    3.00; 1006.68;    4.67
11.12.2007 01:50:00;    4.44;    3.91;    0.00;    4.73;   0.992;       0;    4.11; 1006.68;    5.14
11.12.2007 01:51:00;    4.42;    3.87;    0.00;    4.70;   0.992;       0;    4.02; 1006.69;    5.79
11.12.2007 01:52:00;    4.37;    3.83;    0.00;    4.67;   0.992;       0;    3.42; 1006.70;    4.33
11.12.2007 01:53:00;    4.41;    3.82;    0.00;    4.65;   0.992;       0;    3.79; 1006.71;    4.82
11.12.2007 01:54:00;    4.42;    3.85;    0.00;    4.66;   0.992;       0;    3.30; 1006.73;    4.00
11.12.2007 01:55:00;    4.43;    3.86;    0.00;    4.67;   0.992;       0;    2.91; 1006.75;    3.47
11.12.2007 01:56:00;    4.40;    3.84;    0.00;    4.66;   0.992;       0;    2.61; 1006.76;    3.44
11.12.2007 01:57:00;    4.45;    3.88;    0.00;    4.67;   0.992;       0;    2.36; 1006.78;    3.13
11.12.2007 01:58:00;    4.42;    3.87;    0.00;    4.67;   0.992;       0;    1.97; 1006.80;    2.90
11.12.2007 01:59:00;    4.37;    3.84;    0.00;    4.66;   0.992;       0;    3.54; 1006.80;    4.47
11.12.2007 02:00:00;    4.34;    3.80;    0.00;    4.63;   0.991;       3;    3.08; 1006.82;    4.04
11.12.2007 02:01:00;    4.33;    3.79;    0.00;    4.62;   0.991;       0;    2.46; 1006.85;    3.91
11.12.2007 02:02:00;    4.30;    3.77;    0.00;    4.60;   0.991;       0;    3.40; 1006.86;    5.65
11.12.2007 02:03:00;    4.23;    3.71;    0.00;    4.57;   0.991;       0;    4.80; 1006.86;    5.91
11.12.2007 02:04:00;    4.26;    3.71;    0.00;    4.54;   0.991;       0;    3.15; 1006.88;    4.27
11.12.2007 02:05:00;    4.26;    3.74;    0.00;    4.55;   0.991;       0;    2.60; 1006.92;    3.64
11.12.2007 02:06:00;    4.24;    3.71;    0.00;    4.53;   0.991;       3;    2.94; 1006.93;    4.45
11.12.2007 02:07:00;    4.27;    3.74;    0.00;    4.54;   0.991;       0;    3.09; 1006.94;    4.18
11.12.2007 02:08:00;    4.25;    3.73;    0.00;    4.53;   0.991;       0;    3.59; 1006.97;    4.18
11.12.2007 02:09:00;    4.24;    3.72;    0.00;    4.52;   0.991;       3;    3.04; 1007.01;    3.88
11.12.2007 02:10:00;    4.24;    3.72;    0.00;    4.52;   0.991;       0;    3.60; 1007.02;    4.35
11.12.2007 02:11:00;    4.25;    3.73;    0.00;    4.52;   0.992;       3;    3.74; 1007.03;    4.31
11.12.2007 02:12:00;    4.28;    3.75;    0.00;    4.53;   0.992;       0;    2.80; 1007.04;    3.71
11.12.2007 02:13:00;    4.23;    3.73;    0.00;    4.52;   0.992;       4;    2.08; 1007.05;    2.84
11.12.2007 02:14:00;    4.26;    3.74;    0.00;    4.53;   0.992;       0;    1.94; 1007.06;    2.80
11.12.2007 02:15:00;    4.27;    3.76;    0.00;    4.54;   0.992;       5;    3.27; 1007.07;    3.78
11.12.2007 02:16:00;    4.20;    3.71;    0.00;    4.52;   0.992;       0;    5.57; 1007.06;    6.67
11.12.2007 02:17:00;    4.19;    3.68;    0.00;    4.49;   0.992;       6;    3.36; 1007.09;    4.08
11.12.2007 02:18:00;    4.22;    3.69;    0.00;    4.48;   0.992;       0;    2.31; 1007.10;    3.28
11.12.2007 02:19:00;    4.22;    3.71;    0.00;    4.49;   0.992;       4;    3.12; 1007.11;    4.83
11.12.2007 02:20:00;    4.21;    3.69;    0.00;    4.48;   0.993;       3;    3.34; 1007.12;    3.99
11.12.2007 02:21:00;    4.23;    3.71;    0.00;    4.49;   0.993;       4;    2.63; 1007.14;    3.16
11.12.2007 02:22:00;    4.23;    3.71;    0.00;    4.49;   0.993;       3;    1.93; 1007.15;    3.29
11.12.2007 02:23:00;    4.22;    3.71;    0.00;    4.50;   0.993;       4;    3.14; 1007.16;    3.72
11.12.2007 02:24:00;    4.20;    3.69;    0.00;    4.48;   0.993;       3;    2.59; 1007.17;    3.15
11.12.2007 02:25:00;    4.28;    3.75;    0.00;    4.50;   0.993;       0;    2.03; 1007.19;    2.89
11.12.2007 02:26:00;    4.23;    3.74;    0.00;    4.51;   0.993;       5;    3.19; 1007.19;    4.51
11.12.2007 02:27:00;    4.19;    3.69;    0.00;    4.49;   0.993;       0;    3.09; 1007.22;    4.99
11.12.2007 02:28:00;    4.21;    3.69;    0.00;    4.48;   0.993;       4;    3.58; 1007.24;    4.45
11.12.2007 02:29:00;    4.24;    3.72;    0.00;    4.49;   0.994;       0;    2.22; 1007.26;    3.33
11.12.2007 02:30:00;    4.20;    3.70;    0.00;    4.48;   0.994;       5;    3.25; 1007.28;    4.32
11.12.2007 02:31:00;    4.24;    3.72;    0.00;    4.49;   0.994;       3;    3.51; 1007.30;    4.32
11.12.2007 02:32:00;    4.18;    3.69;    0.00;    4.48;   0.994;       3;    4.78; 1007.32;    5.76
11.12.2007 02:33:00;    4.17;    3.66;    0.00;    4.46;   0.994;       3;    3.94; 1007.34;    5.34
11.12.2007 02:34:00;    4.18;    3.65;    0.00;    4.44;   0.994;       3;    3.77; 1007.37;    4.37
11.12.2007 02:35:00;    4.20;    3.68;    0.00;    4.45;   0.994;       0;    4.55; 1007.36;    5.28
11.12.2007 02:36:00;    4.20;    3.67;    0.00;    4.44;   0.994;       5;    2.98; 1007.37;    4.31
11.12.2007 02:37:00;    4.19;    3.68;    0.00;    4.45;   0.994;       0;    2.89; 1007.37;    3.61
11.12.2007 02:38:00;    4.20;    3.68;    0.00;    4.46;   0.994;       5;    3.23; 1007.39;    4.71
11.12.2007 02:39:00;    4.14;    3.64;    0.00;    4.44;   0.994;       4;    3.22; 1007.39;    4.01
11.12.2007 02:40:00;    4.17;    3.64;    0.00;    4.43;   0.994;       4;    3.54; 1007.40;    5.28
11.12.2007 02:41:00;    4.15;    3.63;    0.00;    4.42;   0.994;       4;    3.14; 1007.42;    4.08
11.12.2007 02:42:00;    4.19;    3.65;    0.00;    4.42;   0.994;       4;    2.04; 1007.43;    2.31
11.12.2007 02:43:00;    4.23;    3.69;    0.00;    4.45;   0.994;       4;    1.78; 1007.45;    2.50
11.12.2007 02:44:00;    4.24;    3.72;    0.00;    4.47;   0.995;       3;    2.18; 1007.46;    2.71
11.12.2007 02:45:00;    4.21;    3.71;    0.00;    4.48;   0.995;       4;    2.90; 1007.47;    3.78
11.12.2007 02:46:00;    4.22;    3.70;    0.00;    4.48;   0.995;       3;    2.35; 1007.47;    3.37
11.12.2007 02:47:00;    4.20;    3.70;    0.00;    4.48;   0.995;       3;    3.05; 1007.49;    3.96
11.12.2007 02:48:00;    4.17;    3.67;    0.00;    4.46;   0.995;       3;    3.61; 1007.50;    4.64
11.12.2007 02:49:00;    4.19;    3.67;    0.00;    4.45;   0.995;       0;    2.33; 1007.51;    3.37
11.12.2007 02:50:00;    4.22;    3.71;    0.00;    4.47;   0.995;       6;    1.54; 1007.52;    2.16
11.12.2007 02:51:00;    4.20;    3.70;    0.00;    4.47;   0.995;       3;    3.22; 1007.54;    4.53
11.12.2007 02:52:00;    4.20;    3.69;    0.00;    4.47;   0.995;       3;    2.67; 1007.53;    3.77
11.12.2007 02:53:00;    4.20;    3.70;    0.00;    4.47;   0.995;       4;    2.77; 1007.57;    3.15
11.12.2007 02:54:00;    4.24;    3.73;    0.00;    4.48;   0.995;       3;    1.86; 1007.58;    2.50
11.12.2007 02:55:00;    4.25;    3.75;    0.00;    4.50;   0.996;       3;    1.83; 1007.61;    3.10
11.12.2007 02:56:00;    4.23;    3.75;    0.00;    4.50;   0.996;       3;    3.48; 1007.61;    4.67
11.12.2007 02:57:00;    4.18;    3.70;    0.00;    4.48;   0.996;       3;    2.70; 1007.62;    4.14
11.12.2007 02:58:00;    4.20;    3.71;    0.00;    4.47;   0.996;       4;    2.33; 1007.65;    2.75
11.12.2007 02:59:00;    4.20;    3.71;    0.00;    4.47;   0.996;       0;    2.07; 1007.64;    2.77
11.12.2007 03:00:00;    4.19;    3.71;    0.00;    4.48;   0.996;       5;    3.61; 1007.67;    5.24
11.12.2007 03:01:00;    4.18;    3.69;    0.00;    4.46;   0.996;       0;    3.07; 1007.68;    4.77
11.12.2007 03:02:00;    4.19;    3.71;    0.00;    4.47;   0.997;       5;    3.52; 1007.67;    5.50
11.12.2007 03:03:00;    4.16;    3.68;    0.00;    4.45;   0.997;       0;    4.34; 1007.67;    5.55
11.12.2007 03:04:00;    4.20;    3.70;    0.00;    4.45;   0.997;       3;    2.32; 1007.69;    3.20
11.12.2007 03:05:00;    4.25;    3.76;    0.00;    4.48;   0.997;       0;    2.46; 1007.69;    3.61
11.12.2007 03:06:00;    4.21;    3.75;    0.00;    4.49;   0.997;       0;    3.08; 1007.69;    4.50
11.12.2007 03:07:00;    4.21;    3.73;    0.00;    4.48;   0.997;       4;    3.62; 1007.68;    4.53
11.12.2007 03:08:00;    4.18;    3.72;    0.00;    4.47;   0.998;       0;    3.35; 1007.70;    4.48
11.12.2007 03:09:00;    4.15;    3.69;    0.00;    4.46;   0.997;       3;    3.93; 1007.70;    4.95
11.12.2007 03:10:00;    4.18;    3.69;    0.00;    4.45;   0.998;       0;    3.19; 1007.71;    4.05
11.12.2007 03:11:00;    4.21;    3.72;    0.00;    4.46;   0.998;       0;    2.98; 1007.75;    4.83
11.12.2007 03:12:00;    4.17;    3.71;    0.00;    4.46;   0.998;       0;    2.62; 1007.75;    3.55
11.12.2007 03:13:00;    4.17;    3.70;    0.00;    4.45;   0.998;       4;    2.71; 1007.78;    3.51
11.12.2007 03:14:00;    4.19;    3.72;    0.00;    4.46;   0.998;       0;    3.89; 1007.80;    6.16
11.12.2007 03:15:00;    4.15;    3.69;    0.00;    4.44;   0.998;       0;    2.67; 1007.81;    4.34
11.12.2007 03:16:00;    4.17;    3.69;    0.00;    4.44;   0.999;       0;    3.45; 1007.81;    4.45
11.12.2007 03:17:00;    4.20;    3.73;    0.00;    4.46;   0.999;       3;    2.60; 1007.83;    3.81
11.12.2007 03:18:00;    4.22;    3.75;    0.00;    4.47;   0.999;       0;    2.56; 1007.85;    3.63
11.12.2007 03:19:00;    4.17;    3.73;    0.00;    4.47;   0.999;       0;    3.01; 1007.88;    3.98
11.12.2007 03:20:00;    4.19;    3.72;    0.00;    4.47;   0.999;       4;    3.15; 1007.89;    3.79
11.12.2007 03:21:00;    4.20;    3.74;    0.00;    4.47;   1.000;       0;    2.33; 1007.91;    2.99
11.12.2007 03:22:00;    4.18;    3.73;    0.00;    4.48;   1.000;       4;    4.00; 1007.91;    5.31
11.12.2007 03:23:00;    4.19;    3.73;    0.00;    4.47;   1.000;       0;    3.36; 1007.92;    4.65
11.12.2007 03:24:00;    4.20;    3.75;    0.00;    4.47;   1.000;       3;    2.34; 1007.93;    3.66
11.12.2007 03:25:00;    4.18;    3.73;    0.00;    4.47;   1.000;       0;    2.95; 1007.93;    3.69
11.12.2007 03:26:00;    4.19;    3.75;    0.00;    4.47;   1.000;       0;    2.06; 1007.94;    2.73
11.12.2007 03:27:00;    4.16;    3.73;    0.00;    4.47;   1.001;       4;    3.36; 1007.93;    4.27
11.12.2007 03:28:00;    4.19;    3.73;    0.00;    4.47;   1.001;       0;    2.67; 1007.95;    3.25
11.12.2007 03:29:00;    4.19;    3.74;    0.00;    4.47;   1.001;       3;    3.44; 1007.95;    4.25
11.12.2007 03:30:00;    4.18;    3.74;    0.00;    4.47;   1.001;       0;    1.95; 1007.96;    2.59
11.12.2007 03:31:00;    4.18;    3.73;    0.00;    4.47;   1.001;       0;    2.15; 1007.97;    2.94
11.12.2007 03:32:00;    4.18;    3.73;    0.00;    4.46;   1.001;       4;    3.29; 1007.96;    4.83
11.12.2007 03:33:00;    4.24;    3.78;    0.00;    4.49;   1.001;       0;    2.07; 1007.99;    2.66
11.12.2007 03:34:00;    4.19;    3.75;    0.00;    4.48;   1.001;       0;    2.92; 1007.98;    4.32
11.12.2007 03:35:00;    4.20;    3.74;    0.00;    4.48;   1.001;       4;    2.76; 1008.00;    3.58
11.12.2007 03:36:00;    4.20;    3.75;    0.00;    4.48;   1.001;       0;    3.73; 1008.00;    4.51
11.12.2007 03:37:00;    4.20;    3.74;    0.00;    4.47;   1.001;       0;    3.50; 1008.00;    4.29
11.12.2007 03:38:00;    4.19;    3.73;    0.00;    4.47;   1.001;       0;    2.73; 1008.01;    3.54
11.12.2007 03:39:00;    4.21;    3.75;    0.00;    4.47;   1.001;       3;    3.33; 1008.01;    4.08
11.12.2007 03:40:00;    4.21;    3.75;    0.00;    4.47;   1.001;       0;    2.20; 1008.02;    3.22
11.12.2007 03:41:00;    4.21;    3.75;    0.00;    4.47;   1.001;       0;    2.63; 1008.04;    3.33
11.12.2007 03:42:00;    4.24;    3.77;    0.00;    4.49;   1.001;       3;    3.07; 1008.06;    3.59
11.12.2007 03:43:00;    4.20;    3.75;    0.00;    4.48;   1.001;       0;    3.56; 1008.07;    4.29
11.12.2007 03:44:00;    4.19;    3.74;    0.00;    4.48;   1.001;       0;    3.42; 1008.10;    4.47
11.12.2007 03:45:00;    4.21;    3.74;    0.00;    4.47;   1.001;       4;    1.96; 1008.13;    3.24
11.12.2007 03:46:00;    4.24;    3.77;    0.00;    4.48;   1.001;       0;    2.59; 1008.14;    3.83
11.12.2007 03:47:00;    4.23;    3.77;    0.00;    4.49;   1.001;       0;    2.28; 1008.15;    2.88
11.12.2007 03:48:00;    4.21;    3.75;    0.00;    4.49;   1.001;       3;    2.88; 1008.16;    3.42
11.12.2007 03:49:00;    4.19;    3.71;    0.00;    4.46;   1.001;       0;    3.02; 1008.18;    4.10
11.12.2007 03:50:00;    4.24;    3.75;    0.00;    4.48;   1.001;       0;    2.55; 1008.19;    3.91
11.12.2007 03:51:00;    4.25;    3.79;    0.00;    4.49;   1.001;       4;    3.42; 1008.18;    5.29
11.12.2007 03:52:00;    4.21;    3.74;    0.00;    4.48;   1.001;       0;    3.69; 1008.19;    4.38
11.12.2007 03:53:00;    4.20;    3.73;    0.00;    4.48;   1.001;       0;    2.78; 1008.22;    3.60
11.12.2007 03:54:00;    4.20;    3.71;    0.00;    4.45;   1.001;       3;    3.68; 1008.22;    4.56
11.12.2007 03:55:00;    4.21;    3.72;    0.00;    4.46;   1.001;       0;    2.99; 1008.25;    3.89
11.12.2007 03:56:00;    4.22;    3.72;    0.00;    4.46;   1.001;       3;    2.13; 1008.26;    2.58
11.12.2007 03:57:00;    4.23;    3.74;    0.00;    4.47;   1.001;       0;    3.10; 1008.27;    3.64
11.12.2007 03:58:00;    4.25;    3.75;    0.00;    4.48;   1.001;       3;    2.72; 1008.29;    3.39
11.12.2007 03:59:00;    4.24;    3.74;    0.00;    4.48;   1.001;       0;    3.10; 1008.31;    3.64
11.12.2007 04:00:00;    4.22;    3.73;    0.00;    4.48;   1.001;       3;    3.50; 1008.31;    4.39
11.12.2007 04:01:00;    4.25;    3.74;    0.00;    4.48;   1.001;       0;    2.50; 1008.32;    3.80
11.12.2007 04:02:00;    4.26;    3.76;    0.00;    4.49;   1.001;       0;    2.22; 1008.35;    2.75
11.12.2007 04:03:00;    4.25;    3.74;    0.00;    4.49;   1.001;       3;    3.07; 1008.34;    4.48
